Data,Brand,Prodotto,Formato,Rivenditore,Prezzo (€),Status,Categoria Rivenditore,Link,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Rossetti,"9,8",,,https://farmarivoshop.it/products/cerave-detergente-idratante-236-ml
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Rossetti,"14,3",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Rossetti,"8,01",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Salvati,"10,48",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Salvati,"9,52",,,https://farmaciasalvati.it/cerave-refill-detidrat473ml?utm_source=tradetracker&utm_medium=cpc&utm_campaign=direct_link
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Salvati,"12,33",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Salvati,"6,09",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Savorani,"10,21",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Savorani,"8,53",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Savorani,"11,83",,,https://farmaciasavorani.it/cerave-detergente-idratante-236-ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Savorani,"6,84",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Smerieri,"8,52",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Smerieri,"9,07",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia SMERIERI,"9,07",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Smerieri,"11,95",,,https://farmaciasmerieri.it/products/cerave-detergente-idrat-236ml?srsltid=AfmBOopZhG5I9_G2fe7GwrqpscZZWnZZDDOnX6Yg29VaaaHdtYI5sjEt
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia SMERIERI,"11,95",,,https://farmaciasmerieri.it/products/cerave-detergente-idrat-473ml?variant=47970492547410&country=IT&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoorBLZg62vCf8hsUfznPxC0KCbxzbcxzBt38K-u1ex4WoG2NtTviHA
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Smerieri,"8,9",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia SMERIERI,"8,9",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Soccavo,"10,67",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Soccavo,"9,11",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Soccavo,"12,1",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Soccavo,"7,22",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Sotto Casa,"11,01",,,https://www.farmaciasoccavo.it/cve-detergidrat-88ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Sotto Casa,"9,1",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Sotto Casa,"12,47",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Uno,"11,66",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Uno,"7,66",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Uno,"10,51",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Uno,"6,74",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Zelli,"11,8",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Zelli,"9,3",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Zelli,"13,5",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Zelli,"7,3",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaciaFlash,"13,63",,,
22/05/2026,CeraVe,Detergente Idratante,1000ml,,FarmaciaFlash,"18,89",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaciaFlash,"9,8",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaciaFlash,"14,3",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaciaFlash,"7,1",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacie del Sorriso,"9,78",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacie del Sorriso,"9,5",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacie del Sorriso,"6,77",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacie Vigorito,"12,57",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacie Vigorito,"12,98",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacie Vigorito,"9,96",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacie Vigorito,"9,96",,,https://farmacievigorito.it/products/cerave-detergente-idratante-viso-pelle-normale-secca-236ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2&utm_campaign=trovaprezzi&utm_medium=cpc&utm_source=trovaprezzi&variant=55384600871237
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacie Vigorito,"12,47",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacie Vigorito,"12,47",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacie Vigorito,"7,05",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacie Vigorito,"7,39",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacisti Con Te,9,,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacisti Con Te,"16,65",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacisti Con Te,"7,59",,,https://www.farmacisticonte.it/cerave-detergente-idratante-473-ml?srsltid=AfmBOooVeUoGWGujvyfz0yz8dHVogr71kP1DbOigK8DfMuGMFEE7gAjeRZo
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacosmo,"11,03",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmacosmo,"10,6",,,https://www.farmacosmo.it/cura-e-igiene-viso/detergente-idratante-pelle-normale-secca-ricarica-473-ml-222470/?aw_affid=696205&awc=13454_1779479748_7039d772436c07959eed0ab328becf3f&utm_source=awin&utm_medium=affiliation&utm_campaign=awin
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmacosmo,"12,05",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmacosmo,"6,84",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmadea,"13,12",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmadea,"9,3",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmadea,"14,57",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmadea,"8,9",,,https://www.farmadea.it/bagnoschiuma-e-detergenti-per-il-corpo/26059-cerave-detergente-idratante-per-pelli-normali-e-secche-473-ml-con-omaggio-8054800354087.html
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaDrive,"10,8",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaDrive,"14,8",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaDrive,"8,9",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,farmaè,"14,38",Out of Stock,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,farmaè,"12,16",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,farmaè,"16,41",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,farmaè,"8,2",Out of Stock,,https://www.farmae.it/products/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-473-ml?srsltid=AfmBOoofM7T-llvbC194yxDzjefYxQR9jQyNjxzXkNeVipSSd7KC1hhq
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmaidi,"12,17",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmaidi,"18,5",,,https://www.farmaidi.it/CeraVe-Linea-Detersione-Viso-Hydrating-Cleanser-Detergente-Idratante-236-ml-z-42132?ref=tr&tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmaluci,"7,76",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmamia,"12,66",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmamia,"9,15",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmamia,"12,71",,,https://farmamia.net/cerave-detergente-idratante-pelle-normale-a-secca-236-ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmamia,"7,1",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaOASI,"10,1",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaOASI,"9,98",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaOASI,"8,13",,,https://www.farmaoasi.it/detergenti-viso-pelle-mista/29758-cerave-detergente-idratante-473-ml-pulizia-delicata-per-pelle-secca-e-sensibile.html?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaPoint,"7,69",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaPoint,"13,4",,,https://www.farmaciapoint.it/idratanti-e-nutrienti/8366-cerave-detergente-idratante-viso-pelle-da-normale-a-secca-263-ml-3337875597180.html?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2&utm_campaign=prodotto&utm_medium=cpc&utm_source=trovaprezzi
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaPoint,"4,83",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaSave,"12,27",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaSave,"9,94",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaSave,"13,88",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaSave,"4,95",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaSelf,"12,87",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaSelf,"13,5",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaSelf,"18,5",,,https://www.farmaself.it/cerave-detergente-idrat-236ml.html?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaSelf,"8,9",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmasole,"14,07",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmasole,"6,8",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmasole,"8,99",,,https://www.farmasole.it/creme-corpo-idratanti-e-anticellulite/13633-cerave-detergente-idratante-236-ml-3337875597180.html?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2&utm_campaign=prodotto&utm_medium=cpc&utm_source=trovaprezzi
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmasole,"8,9",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmatav,"12,53",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,farmattiva,"10,8",Out of Stock,,https://www.farmatav.it/Cerave-Detergente-Idratante-473ml-z-202980?ref=tr&tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,236ml,,farmattiva,"8,99",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,farmattiva,"12,4",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmaunclick,"14,07",,,https://www.farmattiva.it/prodotti/cerave-detergente-idratante-473ml/3-28323.html
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmaunclick,"12,07",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmaunclick,14,,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmaunclick,"6,29",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,farmavale,"10,1",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,farmavale,"14,5",,,https://www.farmavale.it/prodotto/cerave-detergente-idratante/?srsltid=AfmBOookbffo7-tZsfC0dsHBmSVeA6YPFgERoQ8yPRtoT5QE9TZQsxsw
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmaviva,"14,14",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmaviva,"11,76",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmaviva,"16,2",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmaviva,"7,49",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmavola,"12,86",,,https://www.farmaviva.it/CeraVe-Linea-Detersione-Viso-Hydrating-Cleanser-Detergente-Idratante-88-ml-z-6900?ref=tr&tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,236ml,,Farmavola,"8,85",,,https://farmavola.it/cerave-refill-detergente-idr?network=tradetracker&utm_content=feed_&utm_medium=ppc&utm_source=tradetracker&utm_campaign=direct_link&hermes=883fd0cb-ef9b-4b79-bc5d-0a9a7c335943
22/05/2026,CeraVe,Detergente Idratante,473ml,,Farmavola,"11,86",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Farmavola,"7,63",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaWeb,"9,89",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,FarmaWeb,"9,3",,,https://farma-web.it/cerave-refill-detidrat473ml?utm_medium=ppc&utm_source=tradetracker&utm_campaign=direct_link&hermes=883fd0cb-ef9b-4b79-bc5d-0a9a7c335943
22/05/2026,CeraVe,Detergente Idratante,473ml,,FarmaWeb,"12,61",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,FarmaWeb,"6,44",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Fragrance,"13,25",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Fragrance,"9,8",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Gran Farma,"9,94",,,https://eu.fragrance.com/it/cerave-hydrating-cleanser-42
22/05/2026,CeraVe,Detergente Idratante,236ml,,Gran Farma,"11,45",,,https://www.granfarma.it/detersione-pelle-secca/157572-cerave-refill-detergente-idratante-473-ml-3337875905602.html?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2&utm_campaign=tp2022&utm_medium=cpc&utm_source=trovaprezzi
22/05/2026,CeraVe,Detergente Idratante,473ml,,Gran Farma,"13,22",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Gran Farma,"7,68",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Gruppo Farma Store,"11,61",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Gruppo Farma Store,"13,51",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Gruppo Farma Store,"6,71",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Guenda,"13,82",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,HappyFarma,"11,05",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,HappyFarma,"14,6",,,https://happyfarma.it/cerave-detergente-idratante-236-ml.html?srsltid=AfmBOopMoLlGwajbZMY5QwW5nMAqhc73tijE24F6kElA4E6ZfCJ2XFWT
22/05/2026,CeraVe,Detergente Idratante,88ml,,HappyFarma,"7,15",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,iafStore,"10,31",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,iafStore,"14,31",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,ILovePharma,"10,1",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,ILovePharma,"13,9",,,https://www.ilovefarma.it/cerave-detergente-idratante-236ml.html
22/05/2026,CeraVe,Detergente Idratante,88ml,,ILovePharma,"6,7",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Infinity Farma,"16,34",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Infinity Farma,"8,99",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Infinity Farma,"13,91",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Infinity Farma,"8,2",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,irisfarma,"15,71",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,irisfarma,"13,5",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,irisfarma,"18,5",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,irisfarma,"8,9",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Liki 24,"20,6",,,https://www.irisfarma.com/it/bellezza/viso/detergenti-struccanti/cerave-detergente-idratante-88-ml-974109225.html
22/05/2026,CeraVe,Detergente Idratante,1000ml,,Liki 24,"25,2",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Liki 24,"14,5",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Liki 24,"18,7",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Linfa Farmacie,"9,3",,,https://liki24.it/p/cerave-crema-detergente-idratante-per-il-viso-473ml/?nlr=1&pvf=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJvIjo1NTExMDgsInAiOjE0LjgsImNvcCI6bnVsbCwiZXhwIjoxNzc5ODc4NDg2fQ.-BdkSaNUk1Jsmxygam-JEEJRs1QNMUpeB84q2RxvWSFqhvtuKiMRGrQPcIwvmdL2-WTQ2eUf2d3FrTqjavgoXg
22/05/2026,CeraVe,Detergente Idratante,473ml,,Linfa Farmacie,"14,75",,,https://www.linfafarmacie.it/cerave-detergente-idrat-236ml.html?srsltid=AfmBOooZqEkpkUqzZUlE5-xt9xWlGHY6elsQseaaKMz7vMf2zUuPSQ10
22/05/2026,CeraVe,Detergente Idratante,88ml,,Linfa Farmacie,"7,19",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,MarconiFarma,"12,95",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Maxi Farmacia,"11,4",,,https://www.marconifarma.it/vendita/cerave-detergente-idrat-473ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,473ml,,Maxi Farmacia,"13,4",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Meafarma,"11,87",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Meafarma,"9,63",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Meafarma,"13,05",,,https://meafarma.it/cerave-detergente-idrat-236ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2&utm_source=trovaprezzi&utm_medium=ppc&utm_campaign=price_comparison&hermes=29a01e17-c1b0-46e5-9b75-304afa0dbb92
22/05/2026,CeraVe,Detergente Idratante,88ml,,Meafarma,"6,66",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,mediafarma,"11,93",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,mediafarma,"15,2",,,https://www.mediafarma.it/detersione-viso/15465-cerave-detergente-idratante-236-ml.html
22/05/2026,CeraVe,Detergente Idratante,88ml,,mediafarma,"8,91",Out of Stock,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,mefarma,"10,53",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,mefarma,"14,43",,,https://mefarma.it/cosmesi-e-bellezza/32486-cerave-detergente-idrat-236ml?srsltid=AfmBOopNFgAbfGocOLFVHsHvm3qEWpvjx8S1AZGU0agubrQc9p7ZfxdW
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Mister Farma,"9,95",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Mister Farma,"9,22",,,https://www.misterfarma.it/detergenti-e-struccanti/1000104606-cerave-refill-detergente-idratante-473-ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2&utm_campaign=trovaprezzi_feed&utm_medium=referral&utm_source=trovaprezzi
22/05/2026,CeraVe,Detergente Idratante,473ml,,Mister Farma,"10,51",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Mister Farma,"6,39",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,My Origines,"9,86",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,My Origines,"7,52",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,My Origines,"10,73",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,My Origines,"4,93",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,mypharmaclick,"11,5",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,mypharmaclick,"15,2",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Naturalfito,"17,89",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,nocepharma,"11,46",,,https://naturalfito.com/cerave-detergente-idratante-viso-e-corpo-pelle-normale-secca-senza-profumo-473ml/
22/05/2026,CeraVe,Detergente Idratante,1000ml,,nocepharma,"20,99",,,https://nocepharm.it/cerave-refill-detidrat473ml?utm_medium=ppc&utm_source=tradetracker&utm_campaign=direct_link&hermes=883fd0cb-ef9b-4b79-bc5d-0a9a7c335943
22/05/2026,CeraVe,Detergente Idratante,236ml,,nocepharma,"8,49",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,nocepharma,"11,63",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,nocepharma,"6,51",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Notino,13,,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Notino,10,,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Notino,"15,3",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,OpenFarma,"9,9",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,OpenFarma,"7,76",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,OpenFarma,"11,12",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,OpenFarma,"6,44",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Parafarmacia,"9,32",,,https://openfarma.it/cosmetique-active-cerave-detergente-viso-e-corpo-idratante-88ml
22/05/2026,CeraVe,Detergente Idratante,473ml,,Parafarmacia,"14,43",,,https://www.parafarmacia.it/cerave-detergente-idratante-236ml?srsltid=AfmBOooElx2RfnUfOlF_tU37sAsxDsVYD5j4EzgPOv-UE3SGdwV-mAnD
22/05/2026,CeraVe,Detergente Idratante,236ml,,Parafarmacia del Sole,"12,89",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Parafarmacia del Sole,16,,,https://www.pharmasole.it/cerave-detergente-idratante-236-ml-974109175.html?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Parafarmacia Mostacciano Roma,9,,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Parafarmacia Mostacciano Roma,"6,8",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,Parafarmacia Mostacciano Roma,4,,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,Parafarmacia OVF,"10,8",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Parafarmacia OVF,"14,8",,,https://www.parafarmaciaovf.it/Cerave-(loreal-Italia)-Cerave-Detergente-Idrat-236ml-z-530304?ref=tr&tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
22/05/2026,CeraVe,Detergente Idratante,88ml,,Parafarmacia OVF,"6,5",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Perfume's Club,"10,31",Out of Stock,,
22/05/2026,CeraVe,Detergente Idratante,1000ml,,Perfume's Club,"21,92",,,https://www.perfumesclub.it/it/cerave/gel-detergente-idratante-ricaricabile/p_94985/?pid=206068
22/05/2026,CeraVe,Detergente Idratante,236ml,,Perfume's Club,"8,24",Out of Stock,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,Perfume's Club,"11,61",,,
22/05/2026,CeraVe,Detergente Idratante,236ml,,PetroneOnline,"12,15",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,PetroneOnline,"16,65",,,
22/05/2026,CeraVe,Detergente Idratante,88ml,,PetroneOnline,"8,01",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,PharmaBaik,"12,6",,,https://www.petroneonline.com/cerave-detergente-idratante-confezione-88-ml-974109225.html
22/05/2026,CeraVe,Detergente Idratante,236ml,,PharmaBaik,"10,8",,,
22/05/2026,CeraVe,Detergente Idratante,473ml,,PharmaBaik,"14,8",,,https://www.pharmabaik.it/dettagli/CeraVe/detergente-idratante
22/05/2026,CeraVe,Detergente Idratante,236ml,,Pharmasap,"8,37",,,
